report_period_start,report_period_end,interval_start,interval_end,node,namespace,pod,pod_usage_cpu_core_seconds,pod_request_cpu_core_seconds,pod_limit_cpu_core_seconds,pod_usage_memory_byte_seconds,pod_request_memory_byte_seconds,pod_limit_memory_byte_seconds,node_capacity_cpu_cores,node_capacity_cpu_core_seconds,node_capacity_memory_bytes,node_capacity_memory_byte_seconds,resource_id,pod_labels
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-apiserver-operator,openshift-apiserver-operator-55bbd4fddc-c6xth,14.477290,36.000000,,378482933760.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:openshift-apiserver-operator|label_pod_template_hash:55bbd4fddc
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-kube-apiserver,kube-apiserver-ip-10-0-184-8.us-east-2.compute.internal,315.919378,1188.000000,,8625540710400.000000,4431701606400.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_apiserver:true|label_app:openshift-kube-apiserver|label_revision:9
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-console,downloads-9cb4cd587-khxsh,0.895331,36.000000,,4289805926400.000000,188743680000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_app:console|label_component:downloads|label_pod_template_hash:9cb4cd587
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-dns,dns-default-7sqr6,7.482004,396.000000,,284904407040.000000,264241152000.000000,1932735283200.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_controller_revision_hash:95cc96b59|label_dns_operator_openshift_io_daemonset_dns:default|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-console,console-767567484b-f4jh7,3.182441,36.000000,,263778385920.000000,377487360000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:console|label_component:ui|label_pod_template_hash:767567484b
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-metering,cost-mgmt-operator-56b6b486f6-pvf6s,1329.554542,,,865063157760.000000,,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_name:cost-mgmt-operator|label_pod_template_hash:56b6b486f6
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-metering,metering-operator-79b4865dc-hvhg6,1452.461158,2700.000000,5400.000000,1162188226560.000000,1509949440000.000000,1887436800000.000000,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_app:metering-operator|label_pod_template_hash:79b4865dc
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-monitoring,node-exporter-7xkww,28.134036,32.400000,,224535183360.000000,792723456000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:node-exporter|label_controller_revision_hash:664bff5786|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-image-registry,image-registry-69d597c6f5-wwqfv,4.091122,360.000000,,264719155200.000000,966367641600.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_docker_registry:default|label_pod_template_hash:69d597c6f5
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-machine-config-operator,machine-config-controller-575978df68-55phn,4.266606,72.000000,,252247326720.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_k8s_app:machine-config-controller|label_pod_template_hash:575978df68
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-sdn,sdn-controller-lsf2v,0.910381,36.000000,,179570196480.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:sdn-controller|label_controller_revision_hash:f779f79f5|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-cost,korekuta-operator-go-controller-manager-657bc499b8-v7ddt,0.767458,25.600000,128.000000,53528014848.000000,5368709120.000000,134217728000.000000,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-sdn,sdn-controller-s2kr5,0.419096,36.000000,,172907642880.000000,188743680000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:sdn-controller|label_controller_revision_hash:f779f79f5|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-monitoring,prometheus-adapter-7b9fb465c5-qr6sb,2.248157,3.600000,,212531036160.000000,75497472000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_name:prometheus-adapter|label_pod_template_hash:7b9fb465c5
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-kube-scheduler,installer-9-ip-10-0-184-8.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:installer
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-image-registry,node-ca-zqh2f,0.839913,36.000000,,11901419520.000000,37748736000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_controller_revision_hash:7dbf69f566|label_name:node-ca|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-etcd,revision-pruner-2-ip-10-0-219-114.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:pruner
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-kube-scheduler,installer-10-ip-10-0-147-111.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:installer
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-machine-api,machine-api-controllers-5db745b4b7-wvk9x,4.329052,144.000000,,713389178880.000000,301989888000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_api:clusterapi|label_k8s_app:controller|label_pod_template_hash:5db745b4b7
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-authentication,oauth-openshift-6684f4f89f-98nxr,8.085378,36.000000,,245353267200.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:oauth-openshift|label_pod_template_hash:6684f4f89f
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-cost,korekuta-operator-go-controller-manager-75965c584c-bpk9l,1.007233,72.900000,364.500000,119801487360.000000,15288238080.000000,382205952000.000000,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-kube-apiserver,kube-apiserver-ip-10-0-219-114.us-east-2.compute.internal,425.924044,1188.000000,,10500541562880.000000,4431701606400.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_apiserver:true|label_app:openshift-kube-apiserver|label_revision:9
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-cluster-samples-operator,cluster-samples-operator-569bf8c5d9-r9fbx,6.185364,72.000000,,407808983040.000000,,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_name:cluster-samples-operator|label_pod_template_hash:569bf8c5d9
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-monitoring,grafana-6cc48f566-zphd6,15.112617,18.000000,,353436303360.000000,452984832000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_app:grafana|label_pod_template_hash:6cc48f566
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-179-157.us-east-2.compute.internal,openshift-ingress,router-default-785b484cd7-gw9m7,8.464833,360.000000,,334252032000.000000,966367641600.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0767cb7e2f9967573,label_ingresscontroller_operator_openshift_io_deployment_ingresscontroller:default|label_ingresscontroller_operator_openshift_io_hash:5759c6fd54|label_pod_template_hash:785b484cd7
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-kube-scheduler,revision-pruner-9-ip-10-0-184-8.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:pruner
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-image-registry,cluster-image-registry-operator-754b64c676-56x5v,6.563931,72.000000,,462482964480.000000,,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_name:cluster-image-registry-operator|label_pod_template_hash:754b64c676
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-sdn,sdn-controller-k2chc,0.420408,36.000000,,165271388160.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:sdn-controller|label_controller_revision_hash:f779f79f5|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-etcd,revision-pruner-2-ip-10-0-184-8.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:pruner
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-179-157.us-east-2.compute.internal,openshift-monitoring,node-exporter-grbpd,28.361750,32.400000,,241894686720.000000,792723456000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0767cb7e2f9967573,label_app:node-exporter|label_controller_revision_hash:664bff5786|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-service-ca-operator,service-ca-operator-5998cdb4-v9cjv,7.044053,36.000000,,337977999360.000000,301989888000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:service-ca-operator|label_pod_template_hash:5998cdb4
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-cost,korekuta-operator-go-controller-manager-69bf47c798-8gtxw,0.108094,1.600000,8.000000,4852310016.000000,335544320.000000,8388608000.000000,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-etcd,etcd-ip-10-0-219-114.us-east-2.compute.internal,759.219707,1656.000000,,3849202483200.000000,3472883712000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:etcd|label_etcd:true|label_k8s_app:etcd|label_revision:2
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-monitoring,alertmanager-main-1,10.504767,21.600000,,221598842880.000000,830472192000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_alertmanager:main|label_app:alertmanager|label_controller_revision_hash:alertmanager-main-5676fd6774|label_statefulset_kubernetes_io_pod_name:alertmanager-main-1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-machine-config-operator,etcd-quorum-guard-97cd4c8bd-4vqnk,16.035800,36.000000,,33469808640.000000,18874368000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_k8s_app:etcd-quorum-guard|label_name:etcd-quorum-guard|label_pod_template_hash:97cd4c8bd
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-image-registry,node-ca-gchqd,0.883157,36.000000,,11798691840.000000,37748736000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_controller_revision_hash:7dbf69f566|label_name:node-ca|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-ingress-operator,ingress-operator-69bdd96f9f-r7wgm,3.744278,72.000000,,300669911040.000000,150994944000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_name:ingress-operator|label_pod_template_hash:69bdd96f9f
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-179-157.us-east-2.compute.internal,openshift-machine-config-operator,machine-config-daemon-fcccn,3.184213,144.000000,,1220974510080.000000,377487360000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0767cb7e2f9967573,label_controller_revision_hash:545894cd9f|label_k8s_app:machine-config-daemon|label_pod_template_generation:2
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-machine-config-operator,machine-config-server-ws5gt,27.108616,72.000000,,126089625600.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_controller_revision_hash:6c8568b9d|label_k8s_app:machine-config-server|label_pod_template_generation:2
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-operator-lifecycle-manager,packageserver-5477bc448-b9xkl,25.876058,36.000000,,560169369600.000000,188743680000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:packageserver|label_pod_template_hash:5477bc448
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-machine-config-operator,machine-config-daemon-qn8mk,3.145272,144.000000,,1018552320000.000000,377487360000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_controller_revision_hash:545894cd9f|label_k8s_app:machine-config-daemon|label_pod_template_generation:2
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-sdn,ovs-jwhlc,94.215259,360.000000,,474057768960.000000,1509949440000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_app:ovs|label_component:network|label_controller_revision_hash:78749b5864|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-kube-controller-manager,kube-controller-manager-ip-10-0-147-111.us-east-2.compute.internal,82.622568,360.000000,,1503533383680.000000,1887436800000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:kube-controller-manager|label_kube_controller_manager:true|label_revision:10
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-179-157.us-east-2.compute.internal,openshift-metering,hive-server-0,8.921223,1800.000000,3600.000000,1769480355840.000000,1887436800000.000000,3865470566400.000000,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0767cb7e2f9967573,label_app:hive|label_controller_revision_hash:hive-server-6b456699c5|label_hive:server|label_statefulset_kubernetes_io_pod_name:hive-server-0
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-machine-api,machine-api-operator-6c6759cfd4-8zgck,1.929949,72.000000,,239763456000.000000,264241152000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_k8s_app:machine-api-operator|label_pod_template_hash:6c6759cfd4
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-cluster-storage-operator,csi-snapshot-controller-operator-5cc45f85dd-kzpp9,7.146904,36.000000,,314006077440.000000,188743680000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_app:csi-snapshot-controller-operator|label_pod_template_hash:5cc45f85dd
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-kube-storage-version-migrator,migrator-6fcf5f5769-4mhks,0.521646,360.000000,,124039987200.000000,754974720000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_app:migrator|label_pod_template_hash:6fcf5f5769
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-sdn,ovs-njgql,63.636975,360.000000,,329729310720.000000,1509949440000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:ovs|label_component:network|label_controller_revision_hash:78749b5864|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-179-157.us-east-2.compute.internal,openshift-cluster-node-tuning-operator,tuned-n46xc,0.738669,36.000000,,286138368000.000000,188743680000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0767cb7e2f9967573,label_controller_revision_hash:b66dccb99|label_openshift_app:tuned|label_pod_template_generation:2
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-monitoring,prometheus-k8s-1,423.178942,273.600000,,12503166812160.000000,4469450342400.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_app:prometheus|label_controller_revision_hash:prometheus-k8s-b8948fdbf|label_prometheus:k8s|label_statefulset_kubernetes_io_pod_name:prometheus-k8s-1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-kube-scheduler,revision-pruner-10-ip-10-0-184-8.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:pruner
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-kube-scheduler,openshift-kube-scheduler-ip-10-0-147-111.us-east-2.compute.internal,10.992623,72.000000,,505642352640.000000,377487360000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:openshift-kube-scheduler|label_revision:10|label_scheduler:true
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-image-registry,node-ca-xtr4l,0.958030,36.000000,,11482398720.000000,37748736000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_controller_revision_hash:7dbf69f566|label_name:node-ca|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-kube-apiserver,revision-pruner-6-ip-10-0-184-8.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:pruner
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-179-157.us-east-2.compute.internal,openshift-multus,multus-wgj4x,3.986577,36.000000,,19570114560.000000,566231040000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0767cb7e2f9967573,label_app:multus|label_component:network|label_controller_revision_hash:55fc749f48|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-kube-apiserver-operator,kube-apiserver-operator-54fcf88f5b-q7glz,62.302862,36.000000,,291389521920.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:kube-apiserver-operator|label_pod_template_hash:54fcf88f5b
